Image_name,Paragraph,train,test,val
l_168,a large white Buddhist temple with a golden spire. The temple is surrounded by a garden with shrubs and trees. There are people walking around the temple. The sky is blue and the temple is in a large open space.,FALSE,TRUE,FALSE
l_169,"a white Buddhist temple with a golden spire on top, set against a blue sky. The temple is surrounded by green trees. The temple has a golden Buddha statue in the center.",FALSE,TRUE,FALSE
l_170,"a temple with a golden spire, surrounded by palm trees. The temple is fenced off with a white fence. People are walking towards the temple on a paved path. The sky is overcast.",FALSE,FALSE,TRUE
l_171,a beautiful white temple with a garden in the foreground. The temple has multiple pointed roofs and is surrounded by greenery. The temple is located in a park-like setting with manicured lawns and flower beds. There are people walking around the temple and enjoying the garden.,FALSE,FALSE,TRUE
l_172,an ancient brick temple in a forested area. The temple is made of red bricks and has a staircase leading up to it. The temple is surrounded by trees and greenery. The sky is overcast and the image has a hazy quality to it.,FALSE,FALSE,TRUE
l_173,"a white temple with a golden dome in a green park setting. The temple is a large white building with a golden dome on top. The temple is surrounded by a moat and greenery. The photo is taken from a distance, with trees framing the temple. The sky is blue and cloudy.",FALSE,FALSE,TRUE
l_174,"a white Buddhist temple with a golden spire on top, set against a blue sky with white clouds. The temple is built on a raised platform with stairs leading up to it. The temple has a large dome with a golden spire on top. The foreground of the photo is a brick pathway.",FALSE,FALSE,TRUE
l_175,a white statue of Buddha sitting on a pedestal with a golden background . The statue is in a glass case. The statue is sitting in a meditative pose with its hands in its lap. The statue is wearing a robe and has a peaceful expression on its face.,FALSE,FALSE,TRUE
l_176,a tree stump and a pile of wood in a forest clearing. The tree stump is large and has a rough texture. The pile of wood is made up of small logs and branches. The background consists of trees and shrubs,FALSE,FALSE,TRUE
l_177,"a large tree with prayer flags hanging from its branches in a park-like setting. The tree is in the center of the image and is the main subject. The tree has a large trunk and many branches, some of which are bare. The prayer flags are colorful and hang from the branches in long strings. The background consists of a brick wall and a pond.",FALSE,FALSE,TRUE
l_178,a white Buddhist temple with a golden spire on top. The temple is surrounded by greenery and trees. The temple has a large dome with a golden spire on top. The temple has a statue of Buddha in the center. The sky is blue with white clouds.,FALSE,FALSE,TRUE
l_179,"a white temple with a golden roof. The temple is surrounded by a white wall with red flags on top. In front of the temple, there is a pond with a group of people walking by it. The people are dressed in traditional clothing. The sky is hazy and the trees in the background are blurred.",FALSE,FALSE,TRUE
l_180,a tall golden pagoda with a white fence and gate in front of it. The pagoda has a pointed top and is surrounded by trees. The fence is white with gold accents and the gate is also white with gold accents. The sky is blue and there are people walking in front of the fence.,FALSE,FALSE,TRUE
l_181,a park with a large brick patio and a long walkway. The patio is made of red bricks and is in the foreground of the photo. The walkway is made of white concrete and extends into the background of the photo. The park is surrounded by trees and has a blue sky with white clouds. There are a few people visible on the patio and walkway.,FALSE,FALSE,TRUE
l_182,a golden statue of a Buddha in a temple. The statue is in a seated position with its hands in a meditative pose. The statue is in front of a white wall with a wooden door on the left. The statue is covered in black Chinese characters. The statue is in a room with a white ceiling and white walls.,FALSE,FALSE,TRUE
l_183,a group of people looking at a white temple with a golden dome and colorful flags . The temple is two stories tall and has a row of windows on the second story. It has a large golden dome on top and colorful flags on the roof . The sky is blue and there are trees in the background,FALSE,FALSE,TRUE
l_184,a large stone pillar situated in a grassy area. The pillar is made of dark stone and has a white stripe around the middle. The background consists of a brick wall and a fence with pointed posts. The fence is made of metal and is painted yellow. The grass is green and well-manicured.,FALSE,FALSE,TRUE
l_185,a Buddhist temple with a golden stupa and a white stupa in the foreground. The temple is a two-story building with a red roof and white walls. The golden stupa is on the left side of the photo and the white stupa is on the right side of the photo. The temple is surrounded by a wall with a gate in the center. There are people walking on the path leading to the temple. The sky is blue and there are trees in the background.,FALSE,FALSE,TRUE
l_186,a Buddhist temple with a golden roof and colorful decorations. The temple is surrounded by trees and a small pond. The temple has a tall spire with a golden roof and colorful decorations. The temple has a large entrance with red pillars and a blue roof. The temple is in a peaceful setting with trees and a small pond.,FALSE,FALSE,TRUE
l_187,a temple interior with a golden statue of a deity in the center. The statue is of a deity with multiple arms and is standing on a pedestal. The pedestal is covered in a yellow cloth with offerings of fruit and flowers on it. The background consists of a wooden screen with red lanterns hanging from the ceiling. The ceiling is ornately decorated with colorful patterns.,FALSE,FALSE,TRUE
l_188,a photo of a white temple with a golden roof and a pond in front of it. There are people walking around the temple and the sky is blue.,FALSE,FALSE,TRUE
l_189,a temple entrance with two elephant statues on either side. The temple is a traditional Chinese style with a red and gold roof. The entrance is flanked by two white elephant statues. The temple is surrounded by trees and has a blue sky in the background.,FALSE,FALSE,TRUE
l_190,"a traditional Tibetan temple with a courtyard in front. The temple is a large, ornate building with a golden roof and red walls. The courtyard is paved with bricks and has a blue barrel in the foreground. The temple is surrounded by other buildings with similar architecture.",FALSE,FALSE,TRUE
l_191,"a large white temple with a golden dome that is reflected in a pond in front of it . The temple is surrounded by a water body called ‘sarovar’ or pond, which is named after the city of Amritsar . The temple is famous for its divine golden walls, mouthwatering langar, and crystal blue pond . The photo is taken from a distance, so the temple and its surroundings are visible . The sky is blue and there are a few clouds in the sky",FALSE,FALSE,TRUE
l_192,a traditional Chinese temple with a red roof and walls. The temple is surrounded by trees and shrubbery and has a large courtyard in front of it. The temple has a large red gate with a gold roof and a large red wall with a gold roof.,FALSE,FALSE,TRUE
l_193,a large golden statue of the Bodhisattva Siddhartha in a garden setting. The statue is on a pedestal with a lotus flower design. The statue is holding a staff in its right hand and making a gesture with its left hand. The background consists of trees and a group of people.,FALSE,FALSE,TRUE
l_194,a temple with a tall golden spire in a tropical setting. The temple is surrounded by palm trees and other tropical plants. The temple has a golden fence around it with small statues on top. The sky is blue with some clouds. A person is walking in the foreground.,FALSE,FALSE,TRUE
l_195,a large tree with colorful flags hanging from its branches. The tree is situated in a park-like setting with a pond and people walking around. The flags are in various colors and sizes and are hung from the tree’s branches with string. The background consists of a blue sky and green trees.,FALSE,FALSE,TRUE
l_196,"a golden Buddhist temple in the shape of a stupa, with a pointed top and a square base. The temple is decorated with intricate designs and patterns. The temple is surrounded by greenery and trees. People can be seen walking around the temple.",FALSE,FALSE,TRUE
l_197,a large statue of a Buddha on a pedestal with a bird flying nearby. The statue is made of stone  with its hood expanded. The pedestal is also made of stone and has intricate carvings on it. The sky is visible in the background and a bird can be seen flying nearby.,FALSE,FALSE,TRUE
l_198,"a large golden statue of Buddha in a temple with a colorful dome. The statue is situated in the center of the photo and is surrounded by a blue, red, and yellow dome. The temple has white walls and columns. The photo is taken from a low angle, looking up at the statue and dome.",FALSE,FALSE,TRUE
l_199,"a field with ruins in the background and a blue sky. The field is covered in tall grass and shrubs. The ruins are made of red brick and are partially covered in vegetation. The sky is blue with some clouds. The image can be preprocessed by identifying the color of the sky and the vegetation, as well as the texture of the ruins and the field.",FALSE,FALSE,TRUE
l_200,"a white temple with colorful flags on top, located in a green field with ruins in the foreground. The temple has a golden spire on top and is surrounded by a white wall. The sky is blue and the photo is taken during the day.",FALSE,FALSE,TRUE
patan_1,This is the picture of krishna mandir in Patan Durbar Square. The temple has small golden statue at  the top. The sky is blue. Temples are seen in background. A man is standing in front of it.,TRUE,FALSE,FALSE
patan_2,This is krishna temple of Patan Durbar Square. The temple is bright and pale yellow color. The temple has golden statue at the top. the temple is built in shikhara-style. some buildings are on the background. The sky is  cloudy white. ,TRUE,FALSE,FALSE
patan_3,This is the photo of Krishna Temple in Patan Durbar Square. The temple is built in shikhara-style.The temple is multiple tires and has some golden statues at the top. The sky is cloudy and  white. The temple is surrounded by buildings and temples. ,TRUE,FALSE,FALSE
patan_4,This is the photo of Krishna Temple in Patan Durbar Square. The temple is built in shikhara-style.The temple is in centre and multiple tires. The temple has some golden statues at the top. The sky is cloudy and  blue. The temple is surrounded by buildings and temples. ,TRUE,FALSE,FALSE
patan_5,This is Krishna temple in Patan Durbar Square. There are few statues  of elephants in front of the temple. There are some bells. The temple is pale yellow in color. The temple has small golden statue at the top.,TRUE,FALSE,FALSE
patan_6,"This is the photo od Krishna Temple in Patan Durbar Square. It is built in shikhara-style temple. The temple is white in color. The temple is surrounded by other buildings, temples and sky. The temple has golden statue at the top.",TRUE,FALSE,FALSE
patan_7,This is Krishna Temple in Patan Durbar Square. The temple is built in shikhara-style. The temple is has multiple story. The temple is black and white in color. The temple has small golden statue at the top. ,TRUE,FALSE,FALSE
patan_8,This is the photo of Krishna Temple in Patan Durbar Square. The temple is built in shikhara-style. The temple is black and white in color. The temple has small golden statue at the top. Some red roofs are seen. ,TRUE,FALSE,FALSE
patan_9,This is krishna Temple in Patan Durbar Square. The temple has small golden statue at the top. It is surrounded by other buildings and a few parked motorcycles. The sky is clear and blue.,TRUE,FALSE,FALSE
patan_10,This is the photo of Krishna Temple in Patan Durbar Square. The temple is multiple tires and has some golden statues at the top. The temple is built in shikhara-style.The man is standing in the front of temple. The sky is clear white.,TRUE,FALSE,FALSE
patan_11,This is Krishna Temple in Patan Durbar Square. The temple is multiple tires and has some golden statues at the top. The temple is surrounded by other buildings and temples. Some men are standing around temple. The sky is clear and blue.,TRUE,FALSE,FALSE
patan_12,This is the photo of Krishna Temple in Patan Durbar Square. The temple is built in shikhara-style.The temple is multiple tires and has some golden statues at the top. Some men are standing in the front of temple. The sky is cloudy and  white.,TRUE,FALSE,FALSE
patan_13,This is Krishna Temple in Patan Durbar Square. The temple is multiple tires and has some golden statues at the top. The temple is built in shikhara-style. Some men are standing in the front of temple. The sky is clear and blue.,TRUE,FALSE,FALSE
patan_14,This is the photo of Krishna Temple in Patan Durbar Square. The temple is built in shikhara-style. The temple is multiple tires and has some golden statues at the top. Some men are standing in the front of temple. The sky is clear  and  blue.,TRUE,FALSE,FALSE
patan_15,This is Krishna Temple in Patan Durbar Square. The temple is multiple tires and has some golden statues at the top. Some men are sitting in the front of temple. The temple is built in shikhara-style. The sky is clear and  blue.,TRUE,FALSE,FALSE
patan_16,This is the photo of Krishna Temple in Patan Durbar Square. The temple has some golden statues at the top. Some men are sitting in the front of temple. The temple is built in shikhara-style. The sky is clear and  blue.,TRUE,FALSE,FALSE
patan_17,This is Krishna Temple in Patan Durbar Square. The temple is multiple tires and has some golden statues at the top. The temple is built in shikhara-style. The sky is cloudy and white. Some green grass is on the side. Other buildings and temples are at the back. ,TRUE,FALSE,FALSE
patan_18,This is the photo of Krishna Temple in Patan Durbar Square. The temple has some golden statues at the top. The temple is surrounded by other buildings and temples. Some men are standing around temple. The sky is clear and blue.,TRUE,FALSE,FALSE
patan_19,This is Krishna Temple in Patan Durbar Square. The temple is multiple tires and has some golden statues at the top. The temple is built in shikhara-style. The sky is cloudy and white. ,TRUE,FALSE,FALSE
patan_20,This is the photo of Krishna Temple in Patan Durbar Square. The temple has some golden statues at the top. Some men are sitting in the front of temple. The temple is built in shikhara-style. The sky is clear and  blue.,TRUE,FALSE,FALSE
patan_21,"A group of people sit on the steps of the Krishna Mandir in Patan, Nepal, at night. The temple is lit up, and the people are enjoying the view. The image is serene and peaceful, and it captures the beauty of both the temple and the people.",TRUE,FALSE,FALSE
patan_22,"A serene statue of Buddha inside a Buddhist temple in Kathmandu, Nepal. The statue is bathed in soft light, and its peaceful expression creates a sense of calm and tranquility. The ornate architecture of the temple adds to the beauty of the scene.",TRUE,FALSE,FALSE
patan_23,"A group of people stand in front of a temple in Nepal. They are wearing traditional clothing, and the temple is surrounded by tall buildings.People gathered on the steps of the Char Narayan Temple in Pokhara, Nepal. The temple is lit up at night, and the people are enjoying the view.A peaceful scene of people sitting on the steps of a temple in Nepal. The temple is lit up, and the people are enjoying the night air.A group of people enjoying the view of the Char Narayan Temple in Pokhara, Nepal, at night. The temple is lit up, and the people are sitting on the steps.",TRUE,FALSE,FALSE
patan_24,"A group of people are standing outside of a red brick building. The building is surrounded by scaffolding, which is made of wood. It is likely that the building is being repaired or renovated.",TRUE,FALSE,FALSE
patan_25,"A group of people are sitting on the steps of a temple in Pokhara, Nepal, at night. The temple is lit up, and the people are enjoying the view. The statue of Buddha in the foreground is surrounded by flowers and candles. The scene is peaceful and serene.",TRUE,FALSE,FALSE
patan_26,"A group of people are gathered in front of a Krishna temple in Patan, Nepal. The temple is decorated with colorful lights and flowers. The people are dressed in traditional clothing and are enjoying the festive atmosphere. The scene is one of joy and celebration.",TRUE,FALSE,FALSE
patan_27,"The Char Narayan Temple in Pokhara, Nepal is a beautiful and serene sight at night. The temple is lit up from within, and the reflection of its lights on the water below creates a magical effect. The people sitting on the steps of the temple are enjoying the peaceful atmosphere.",TRUE,FALSE,FALSE
patan_28,"A group of people are gathered in front of the Char Narayan Temple in Pokhara, Nepal, at night. The temple is decorated with colorful lights and flowers, and the people are dressed in traditional clothing. The scene is one of joy and celebration. In the foreground, a woman is taking a photo of the temple with her phone.",TRUE,FALSE,FALSE
patan_29,"A group of people are sitting on the steps of the Krishna Mandir in Patan, Nepal, at night. The temple is lit up, and the people are enjoying the view. The statue of Buddha in the foreground is surrounded by flowers and candles. The scene is peaceful and serene.",TRUE,FALSE,FALSE
patan_30,"A group of people are gathered in front of a temple in Nepal. The people are dressed in traditional clothing, and the temple is decorated with colorful lights and flowers. The scene is one of joy and celebration.",TRUE,FALSE,FALSE
patan_31,"A group of people are sitting on the steps of the Patan Durbar Square in Nepal. The square is lit up at night, and the people are enjoying the view. The ornate architecture of the buildings in the square is beautiful, and the scene is one of peace and tranquility.",TRUE,FALSE,FALSE
patan_32,"A group of people are gathered in front of the krishna Temple in Kathmandu, Nepal. The temple is a UNESCO World Heritage Site and is one of the most sacred Buddhist sites in Nepal. The people in the image are dressed in traditional clothing and are enjoying the festive atmosphere.",TRUE,FALSE,FALSE
patan_33,"A group of people are gathered on the steps of the Boudhanath Stupa in Kathmandu, Nepal. The stupa is one of the largest Buddhist stupas in the world and is a UNESCO World Heritage Site. The people in the image are dressed in traditional clothing and are enjoying the peaceful atmosphere.",TRUE,FALSE,FALSE
patan_34,"A group of people are gathered in front of the Krishna Temple in Kathmandu, Nepal. The temple is a Hindu temple that is dedicated to Lord Vishnu. The people in the image are dressed in traditional clothing and are enjoying the festive atmosphere. The temple is lit up with colorful lights, and the scene is one of joy and celebration.",TRUE,FALSE,FALSE
patan_35,"A group of people are gathered on the steps of the Pashupatinath Temple in Kathmandu, Nepal, at night. The temple is one of the most sacred Hindu temples in the world, and it is lit up with colorful lights. The people in the image are dressed in traditional clothing and are enjoying the festive atmosphere.",TRUE,FALSE,FALSE
patan_36,This is a picture of a busy square in Nepal. You can see a temple with many levels and beautiful decorations. There are many people and vendors around the temple.,TRUE,FALSE,FALSE
patan_37,"“This is a picture of a beautiful temple in Nepal. The temple is made of stone and has many detailed carvings. It is surrounded by other buildings and some scaffolding. People are walking around the temple, enjoying the sunny day and the blue sky.”",TRUE,FALSE,FALSE
patan_38,"This is a picture of a beautiful temple in Nepal. The temple is made of brick and has many levels. It is in the center of the photo, surrounded by people. The people are wearing traditional clothing and seem to be taking part in a religious ceremony. The sky is blue, making the temple stand out even more.”",TRUE,FALSE,FALSE
patan_39,"“This is a picture of a temple complex in Nepal. The temple is made of wood and brick. It has many levels and beautiful carvings. The temple is in a courtyard with a pillar in the middle. People are walking around, looking at the temple. The sky is blue with white clouds.”",TRUE,FALSE,FALSE
patan_40,"“This is a picture of a busy street in Nepal. You can see many cars, motorbikes, and people. In the background, there is a beautiful temple. The temple is tall and has many levels. It is a great example of Nepali architecture. The sky is blue and the weather is clear.",TRUE,FALSE,FALSE
patan_41,patan 41 “This is a picture of a temple in Nepal. The temple is in the middle of the photo and is surrounded by buildings and people. The temple is made of stone and has many levels. It has a big dome on top and smaller domes on the lower levels. The sky is cloudy and it looks like it is raining. Some people are walking around the temple and holding umbrellas.”,TRUE,FALSE,FALSE
patan_42,"“This is a picture of a small temple in the middle of a green lake in Nepal. The temple has a white dome and a golden spire. It is on a small island in the lake. Around the lake, there are colorful buildings. The sky is blue and the water is green and still.”",TRUE,FALSE,FALSE
patan_43,“This is a picture of a temple in Nepal. The temple is made of wood and has a roof that looks like a pagoda. People are sitting on the steps and around the temple. The temple is in a busy area with other buildings in the background. The sky is cloudy.”,TRUE,FALSE,FALSE
patan_44,“This is a picture of a stone temple in Nepal. The temple is in the middle of the photo and is surrounded by other buildings and people. The temple has a tall spire and is decorated with gold accents. It is in a courtyard with a stone pillar in the front. The sky is cloudy.”,TRUE,FALSE,FALSE
patan_45,"“This is a panoramic photo of a temple complex in Nepal. The temple is made of brick and has beautiful carvings. It is surrounded by greenery and other buildings. The temple has a large dome and a bell tower. The sky is blue, making the temple stand out even more.”",TRUE,FALSE,FALSE
patan_46,"“This is a picture of a stone temple in Nepal. The temple is in the middle of the photo and has many levels. It is surrounded by people and pigeons. The temple has a golden spire on top. The sky is blue, making the temple stand out even more.”",TRUE,FALSE,FALSE
patan_47,"“This is a picture of a busy city square in Nepal. In the center, there is an ornate temple with many people walking around it. The buildings in the background are old and have many windows. The picture is taken from a high angle, looking down on the temple and the people. The sky is blue and the weather is clear.”",TRUE,FALSE,FALSE
patan_48,"“This is a picture of a temple complex in Nepal. There are two temples in the picture. One is large with a pagoda roof and the other is smaller with a dome roof. People are walking around the complex. In the front, there is a fountain. The sky is blue with some clouds.”",TRUE,FALSE,FALSE
patan_49,“This is a picture of a temple in Nepal. The temple is in the middle of the image and is surrounded by other buildings and people. The temple is tall and has many levels with intricate details. It is made of brick and has a gold-colored dome on top. The sky is blue and it looks like a sunny day.”,TRUE,FALSE,FALSE
patan_50,"“This is a picture of a temple complex in Nepal. The temple is made of wood and has many levels. In front of the temple, there is a small shrine. The picture was taken on a cloudy day. The temple is in a courtyard with brick flooring and has intricate carvings on its walls and roof.”",TRUE,FALSE,FALSE
patan_51,"“This is a picture of a temple complex in Nepal. The temple is made of red brick and has beautiful carvings. People are walking around the temple. In the front, there is a blue trash can. The sky is cloudy and the picture is taken from a low angle.”",TRUE,FALSE,FALSE
patan_52,“This is a picture of a temple complex in Nepal. The temple is made of brick and wood and has many intricate details. People are walking around and admiring the temple. The temple has multiple levels and a tall spire. The sky is blue with some clouds in the background.”,TRUE,FALSE,FALSE
patan_53,"“This is a picture of a busy street in Nepal. In the center, there is a temple and a bell tower. The temple has a dome and beautiful carvings. The bell tower has a roof that looks like a pagoda. The buildings are made of brick and stone. The sky is blue.",TRUE,FALSE,FALSE
patan_54,This is a picture of a temple complex in Nepal. The temple is made of wood and stone. It is surrounded by other buildings and people. The temple has a tall spire with a golden roof. The sky is blue and the weather is clear.,TRUE,FALSE,FALSE
patan_55,This is a picture of a temple complex in Nepal. The picture shows a temple with a dome and another temple that is being built in the style of a pagoda. People are walking around the complex. The sky is blue and the weather is clear. The buildings of the temple complex are made of brick and wood.,TRUE,FALSE,FALSE
patan_56,This is a picture of a stone temple in Nepal. The temple is in the middle of the image and is surrounded by other buildings and people. The temple has a tall spire. The sky is cloudy. The temple is in a courtyard with a stone pillar in the center.,TRUE,FALSE,FALSE
patan_57,"This is a picture of a temple and a bell tower in Nepal. The temple has a dome and beautiful carvings. The bell tower is made of wood and has a roof that looks like a pagoda. The sky is blue with some clouds in the background. In the front, there is a red fence.",TRUE,FALSE,FALSE
patan_58,This is a picture of a stone temple in Nepal. The temple is in the middle of the image and is surrounded by other buildings and people. The temple is a tall structure with multiple levels and intricate details. It is made of stone and has a golden dome on top. The sky is blue with a few clouds.,TRUE,FALSE,FALSE
patan_59,This is a picture of a temple complex in Nepal. The temple is made of stone and has beautiful carvings. People are walking around the temple and some are sitting on the steps. The temple has a tall spire with a golden top. The sky is blue and the weather looks pleasant.,TRUE,FALSE,FALSE
patan_60,This is a picture of a temple in Nepal. The temple is in the center of the photo and is surrounded by people and pigeons. The temple is made of stone and has multiple levels with intricate details. The buildings around the temple are old and traditional. The sky is blue and the weather looks clear.,TRUE,FALSE,FALSE
patan_61,"This is a picture of a stone temple in Nepal. The temple has many intricate details and people are walking around, admiring it. The temple has a large dome on top and multiple levels. The sky is blue with some clouds in the background.",TRUE,FALSE,FALSE
patan_62,This is a picture of a big building. The building is a place where people pray. It is called a temple. The temple is in a country called Nepal. There are many people near the temple. They are sitting or walking. The sky is not blue. It has many white and gray clouds.,TRUE,FALSE,FALSE
patan_63,“This is a picture of a tall temple in Nepal. The temple is made of bricks and looks like a big tower. People are walking and sitting around the temple. The temple is in a place with lots of trees and a blue sky.”,TRUE,FALSE,FALSE
patan_64,“This is a picture of an old temple in Nepal. The temple is made from stone and has lots of detailed carvings. There’s a small pool in the middle of the square-shaped temple. It’s a peaceful and pretty place.”,TRUE,FALSE,FALSE
patan_65,"This is a photo of a tall temple in Nepal. The temple has many levels and a pointed roof. Around the temple, there are smaller buildings and shops. People are walking around the temple and shopping at the stalls.",TRUE,FALSE,FALSE
patan_66,The temple is made from wood and brick. It has lots of detailed carvings on it. There’s a person standing in front of the temple and the sky is blue.”,TRUE,FALSE,FALSE
patan_67,This is a photo of a stone temple in Nepal. The temple has a big dome on top. People are walking around the temple. There's some scaffolding on the sides of the temple. The sky above the temple is blue with some clouds.,TRUE,FALSE,FALSE
patan_68,"This is a picture of a busy street in Nepal. The street has traditional Nepali buildings and temples on both sides. There are lots of people and vehicles on the street. The sky above the street is blue with a few clouds. The picture is taken from a high place, looking down on the street.",TRUE,FALSE,FALSE
patan_69,This is a picture of a group of temples in Nepal. The temples are made from wood and brick. They have many levels. The picture was taken during the day. You can see people and cars in front of the temples.,TRUE,FALSE,FALSE
patan_70,This is a picture of a stone temple in Nepal. The temple has many levels and a big dome on top. There are detailed carvings on the temple. People are walking around and sitting on the steps of the temple. The sky is blue and the temple is in the sunlight.,TRUE,FALSE,FALSE
patan_71,"This is a picture of a square in a historic area. The square is paved with bricks. There are traditional buildings and structures around the square, including a temple and a tall wooden structure. People are walking and sitting around the square. Some vendors are selling items.",TRUE,FALSE,FALSE
patan_72,This is a picture of a tall temple in Nepal. The temple has many levels and lots of details. There are other buildings and people around the temple. The sky is blue and it looks like the weather is warm.,TRUE,FALSE,FALSE
patan_73,"The temple is made from wood and has lots of detailed carvings. At the entrance of the temple, there are two elephant statues. The temple is being fixed and there’s scaffolding in the background. People are walking around the temple and there are piles of bricks here and there.”",TRUE,FALSE,FALSE
patan_74,The temple is made from red brick and has a golden door. People are walking around the temple and some are sitting on the steps. The temple is being fixed and there’s scaffolding on the right side. The sky is blue and the ground is orange.”,TRUE,FALSE,FALSE
patan_75,This is a picture of a group of temples in Nepal. The temples are in the middle of the picture and there are buildings around them. The sky is dark and cloudy. People are walking around the temples. The temples are lit up with lights and they look very beautiful.,TRUE,FALSE,FALSE
patan_76,The temple is in the middle of the picture and there are other buildings around it. The temple is made of stone and has a tall spire. People are walking around the temple and there are a few birds flying above it. The sky is blue and the buildings are a mix of red and brown.,TRUE,FALSE,FALSE
patan_77,The temple is made from brick and has a roof that looks like a pagoda. There’s a green moat around the temple. A person is standing in front of the temple and looking at it.,TRUE,FALSE,FALSE
patan_78,This is a picture of a group of temples in Nepal. The temples are made from brick and have a tall spire with a golden top. There are other buildings around the temples. People are walking around the temples. The sky is a hazy blue and the buildings are a reddish-brown color.,TRUE,FALSE,FALSE
patan_79,The temple is made from stone and has many levels with detailed carvings. There are people and other buildings around the temple. The sky is cloudy and the mood seems quiet and calm.,TRUE,FALSE,FALSE
patan_80,The temple has a big bell and a roof that looks like a pagoda. The temple is made from stone and wood. The sky is blue with some clouds. The temple is in a courtyard with other buildings around it.,TRUE,FALSE,FALSE
patan_81,The temple has many levels and a roof that’s golden. The temple is lit up and there are people walking around it. The sky is blue and there are buildings in the background.,TRUE,FALSE,FALSE
patan_82,The square is full of people and buildings with traditional Nepali architecture. The buildings have detailed wood carvings. The square has paths made from bricks. The sky is blue and it looks like the weather is warm.,TRUE,FALSE,FALSE
patan_83,This is a picture of a traditional Nepali temple. The temple is made from red brick and has detailed wood carvings. It has many levels and a tall tower. The picture is taken from the courtyard of the temple.,TRUE,FALSE,FALSE
patan_84,The temple is made from brick and has many levels with a pointed roof. There are trees and a brick wall around the temple. The picture was taken on a cloudy day,TRUE,FALSE,FALSE
patan_85,The temple is in the middle of the picture and there are other buildings around it. It was a rainy day when the picture was taken and you can see people walking around with umbrellas. The temple has a dome-like structure on top and a tall pillar on the left side. The buildings around the temple are made of red bricks.,TRUE,FALSE,FALSE
patan_86,This is a picture of a group of temples in Nepal. The temples are made from brick and have many levels. There are other buildings around the temples. People are walking around the temples. The sky is blue with some clouds.,TRUE,FALSE,FALSE
patan_87,"This is a picture of Patan Durbar Square in Nepal. The square is known for its beautiful temples and architecture. In the photo, you can see the Krishna Mandir temple and the Bhimsen temple. The sky is blue and there are people walking around the square.",TRUE,FALSE,FALSE
patan_88,This is a picture of a structure that looks like a temple in a park. The structure has a red roof and is built on a stone platform. There are trees and a blue sky in the background. A person is sitting on the steps of the structure.,TRUE,FALSE,FALSE
patan_89,"The temples are made from brick and wood and have many levels. The picture is taken from a walkway and there’s a pond in the front. There are people walking around the temples in traditional Nepali clothing. The sky is blue and the trees are green, so it looks like a sunny day.",TRUE,FALSE,FALSE
patan_90,The temple is made from wood and has many levels with detailed carvings. There’s scaffolding around the temple. People are walking around the temple.,TRUE,FALSE,FALSE
patan_91,"In the background, a temple is under construction, its structure draped in scaffolding. The courtyard is alive with activity - people milling about and pigeons fluttering, adding a dynamic element to the otherwise static scene. The clear blue sky and the warm ambiance suggest a beautiful, sunny day.",TRUE,FALSE,FALSE
patan_92,"The image portrays a captivating view of a temple complex in Nepal. The centerpiece is a tall, ornate temple, its dome reaching towards the clear blue sky. The temple is bustling with activity as people wander around its premises, adding a lively atmosphere to the scene. Other buildings peek from the background, suggesting a thriving community.",TRUE,FALSE,FALSE
patan_93,"The image shows a busy city scene. In the middle, there’s a construction site with buildings all around it. There’s a fountain in front of the site. People are walking here and there. It’s a typical day in the city.",TRUE,FALSE,FALSE
patan_94,The image shows a beautiful temple in Nepal. The temple is made of stone and has many detailed designs on it. A lot of people are around the temple. The sky is blue and there are more buildings far away.,TRUE,FALSE,FALSE
patan_95,The image shows a beautiful wooden temple in Nepal. The temple is full of detailed carvings that make it very special. Some people are sitting on the steps of the temple. The sky behind the temple is blue. The temple has many levels and a roof that looks like a pagoda.,TRUE,FALSE,FALSE
patan_96,"The temple is made of brick and has many levels. In front of the temple, there’s a small shrine with a pointed roof. The sky is blue and there are trees in the background. The temple is in a courtyard with brick paving.",TRUE,FALSE,FALSE
patan_97,"The image shows a courtyard in a temple in Nepal. The courtyard is surrounded by buildings made of brick with wooden windows. In the center of the courtyard, there are statues. People are walking around the courtyard. The sky is blue and it looks like a sunny day.",TRUE,FALSE,FALSE
patan_98,The image shows a temple complex in Nepal. The temple is in the middle of the picture and there are other buildings around it. People are walking near the temple. There are some things for construction that you can see. The picture is taken from a high place looking down.,TRUE,FALSE,FALSE
patan_99,The temple has many levels and is made of brick. People are walking around the temple. There’s a path made of stone in front of the temple. The sky is hazy and there are trees around the temple.,TRUE,FALSE,FALSE
patan_100,"The image shows a busy market in Nepal. The market is full of people and there are colorful umbrellas everywhere. There are old, traditional buildings and temples around the market. The sky is cloudy. It looks like a normal day at the market.",TRUE,FALSE,FALSE
patan_101,The temple is made of red bricks and has a door that is golden. People are walking around the temple and some are sitting on the steps. The sky is blue and the ground is made of dirt.,TRUE,FALSE,FALSE
patan_102,The temple is made of wood and has many detailed designs on it. People are sitting on the steps of the temple and some are walking around it. The sky is blue with a few clouds. It looks like a peaceful day at the temple.,TRUE,FALSE,FALSE
patan_103,The image shows a temple in Nepal. The temple is made of stone and has many levels. There are other buildings and people around the temple. The sky is blue and it looks like a sunny day.,TRUE,FALSE,FALSE
patan_104,The temple is made of wood and has a roof that looks like a pagoda. The temple is in a square that has a floor made of brick. There are people and pigeons in the square. The sky is blue and it looks like a sunny day.,TRUE,FALSE,FALSE
