छवि_नाम, अनुच्छेद, ट्रेन, परीक्षण, val,,,,,,,,,
 patan_77, मन्दिर इट्टाबाट बनेको छ र प्यागोडा जस्तो देखिने छाना छ। मन्दिरको वरिपरि हरियो खाडल छ। एक व्यक्ति मन्दिरको अगाडि उभिएर हेरिरहेको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_78, यो नेपालका मन्दिरहरूको समूहको तस्वीर हो। मन्दिरहरू इँटाबाट बनेका छन् र सुनको टुप्पोको साथ अग्लो स्पायर छन्। मन्दिर वरिपरि अन्य भवनहरू छन्। मानिसहरु मन्दिरमा घुमिरहेका छन् । आकाश धमिलो नीलो छ र भवनहरू रातो-खैरो रंगका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_79, मन्दिर ढुङ्गाबाट बनेको छ र विस्तृत नक्काशीका साथ धेरै तहहरू छन्। मन्दिरको वरिपरि मानिसहरू र अन्य भवनहरू छन्। आकाश बादल छ र मूड शान्त र शान्त देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_80,मन्दिरमा ठूलो घण्टी र छाना छ जुन प्यागोडा जस्तो देखिन्छ। मन्दिर ढुङ्गा र काठबाट बनेको छ। आकाश केहि बादल संग निलो छ। मन्दिर वरपर अन्य भवनहरू सहितको आँगनमा छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_81, मन्दिरमा धेरै तह र सुनको छाना छ। मन्दिर उज्यालो छ र त्यहाँ वरिपरि मानिसहरू हिंड्छन्। आकाश निलो छ र पृष्ठभूमिमा भवनहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_82, यो स्क्वायर नेपाली वास्तुकलाका मानिस र भवनहरूले भरिएको छ। भवनहरूमा विस्तृत काठको नक्काशी गरिएको छ। स्क्वायरमा इँटाबाट बनेका बाटोहरू छन्। आकाश निलो छ र मौसम तातो जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_83, यो नेपाली परम्परागत मन्दिरको तस्बिर हो। मन्दिर रातो इट्टाबाट बनेको छ र विस्तृत काठ नक्काशी गरिएको छ। यसमा धेरै तह र अग्लो टावर छ। तस्बिर मन्दिरको आँगनबाट लिइएको हो।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_84,मन्दिर इँटाबाट बनेको छ र नुहाउने छाना सहित धेरै तहहरू छन्। मन्दिरको वरिपरि रूखहरू र इट्टाको पर्खाल छन्। तस्वीर एक बादल दिन मा लिइएको थियो,TRUE,FALSE,FALSE,,,,,,,,,
 patan_85, मन्दिर तस्विरको बिचमा छ र यसको वरिपरि अन्य भवनहरू छन्। यो तस्बिर खिचिएको बेला पानी परेको दिन थियो र तपाईले मानिसहरूलाई छाता लिएर हिंडिरहेको देख्न सक्नुहुन्छ। मन्दिरको शीर्षमा गुम्बज जस्तो संरचना र देब्रेपट्टि अग्लो स्तम्भ छ। मन्दिर वरपरका भवनहरू रातो इँटाले बनेका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_86, यो नेपालका मन्दिरहरूको समूहको तस्वीर हो। मन्दिरहरू इट्टाबाट बनेका छन् र धेरै स्तरहरू छन्। मन्दिर वरिपरि अन्य भवनहरू छन्। मानिसहरु मन्दिरमा घुमिरहेका छन् । आकाश केहि बादल संग निलो छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_87, यो नेपाल को पाटन दरबार स्क्वायर को तस्वीर हो। स्क्वायर यसको सुन्दर मन्दिर र वास्तुकला को लागी परिचित छ। तस्बिरमा कृष्ण मन्दिर र भीमसेन मन्दिर देख्न सकिन्छ । आकाश निलो छ र स्क्वायर वरिपरि मानिसहरू हिंडिरहेका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
patan_88, यो पार्कको मन्दिर जस्तो देखिने संरचनाको तस्वीर हो। संरचनामा रातो छाना छ र ढुङ्गाको मञ्चमा बनाइएको छ। पृष्ठभूमिमा रूखहरू र नीलो आकाश छन्। संरचनाको सिँढीमा एक व्यक्ति बसिरहेको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_89," मन्दिरहरू ईट्टा र काठबाट बनेका छन् र धेरै स्तरहरू छन्। तस्बिर पैदल मार्गबाट लिइएको हो र अगाडि एउटा पोखरी छ। नेपाली परम्परागत पहिरन लगाएर मन्दिर घुम्ने मानिसहरु छन् । आकाश निलो छ र रूखहरू हरियो छन्, त्यसैले यो घामको दिन जस्तो देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_90, मन्दिर काठबाट बनेको छ र विस्तृत नक्काशीका साथ धेरै तहहरू छन्। मन्दिर वरिपरि मचान छ। मानिसहरू मन्दिरको वरिपरि घुमिरहेका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_91,"पृष्ठभूमिमा, एउटा मन्दिर निर्माणाधीन छ, यसको संरचना मचानले ढाकेको छ। आंगन गतिविधि संग जीवित छ - मान्छे वरिपरि मिलिंग र परेवा फडफड, अन्यथा स्थिर दृश्य एक गतिशील तत्व थप्दै। सफा नीलो आकाश र न्यानो वातावरणले सुन्दर, घमाइलो दिनको सुझाव दिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_92," छविले नेपालको मन्दिर परिसरको मनमोहक दृश्य चित्रण गर्दछ। केन्द्रबिन्दु एउटा अग्लो, अलंकृत मन्दिर हो, यसको गुम्बज सफा नीलो आकाशतिर पुग्छ। मन्दिर गतिविधिले भरिएको छ किनकि मानिसहरू यसको परिसर वरिपरि घुम्छन्, दृश्यमा एक जीवन्त वातावरण थप्छन्। अन्य भवनहरू पृष्ठभूमिबाट हेर्छन्, एउटा सम्पन्न समुदायको सुझाव दिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_93," छविले व्यस्त शहर दृश्य देखाउँछ। बीचमा, त्यहाँ चारैतिर भवनहरू भएको निर्माण साइट छ। साइटको अगाडि एउटा झरना छ। मानिसहरु यता उता हिँडिरहेका छन् । यो सहरमा सामान्य दिन हो।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_94,छविले नेपालको सुन्दर मन्दिर देखाउँछ। मन्दिर ढुङ्गाले बनेको छ र यसमा धेरै विस्तृत डिजाइनहरू छन्। मन्दिर वरिपरि धेरै मानिसहरु छन्। आकाश निलो छ र टाढा धेरै भवनहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_95, छविले नेपालको सुन्दर काठको मन्दिर देखाउँछ। मन्दिर विस्तृत नक्काशीले भरिएको छ जसले यसलाई धेरै विशेष बनाउँछ। मन्दिरको सिँढीमा केही मानिसहरु बसिरहेका छन् । मन्दिर पछाडिको आकाश निलो छ। मन्दिरमा धेरै तह र छाना छ जुन प्यागोडा जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_96," मन्दिर इट्टाले बनेको छ र धेरै तहहरू छन्। मन्दिरको अगाडि, एउटा सानो छाना भएको मन्दिर छ। आकाश निलो छ र पृष्ठभूमिमा रूखहरू छन्। मन्दिर इँटाको पक्की आँगनमा छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_97," तस्बिरमा नेपालको एउटा मन्दिरको आँगन देखाइएको छ। आँगन काठका झ्यालहरूसहित इट्टाले बनेका भवनहरूले घेरिएको छ। आँगनको बीचमा, त्यहाँ मूर्तिहरू छन्। मानिसहरु आँगनमा घुमिरहेका छन् । आकाश निलो छ र यो घमाइलो दिन जस्तो देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
patan_98, छविले नेपालको मन्दिर परिसर देखाउँछ। मन्दिर तस्विरको बिचमा छ र यसको वरिपरि अन्य भवनहरू छन्। मन्दिर नजिकै मानिसहरु हिँडिरहेका छन् । त्यहाँ निर्माणका लागि केहि चीजहरू छन् जुन तपाईले देख्न सक्नुहुन्छ। तस्विर तल हेरेर उच्च स्थानबाट लिइएको हो।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_99, मन्दिरमा धेरै तहहरू छन् र इट्टाले बनेको छ। मानिसहरू मन्दिरको वरिपरि घुमिरहेका छन्। मन्दिरको अगाडि ढुङ्गाले बनेको बाटो छ। आकाश धुलो छ र मन्दिर वरिपरि रूखहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_100," तस्वीरले नेपालको व्यस्त बजार देखाउँछ। बजार मान्छेले भरिएको छ र जताततै रंगीन छाताहरू छन्। बजार वरिपरि पुराना, परम्परागत भवन र मन्दिरहरू छन्। आकाश बादल छ। यो बजारमा सामान्य दिन जस्तै देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_101, रातो इँटाले बनेको मन्दिरको ढोका सुनको छ । मानिसहरू मन्दिरको वरिपरि घुमिरहेका छन् र कोही सिँढीहरूमा बसिरहेका छन्। आकाश नीलो र जमिन माटोले बनेको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_102,मन्दिर काठले बनेको छ र यसमा धेरै विस्तृत डिजाइनहरू छन्। मन्दिरको सिँढीमा मानिसहरू बसिरहेका छन् र कोही यताउता घुमिरहेका छन्। आकाश केहि बादल संग निलो छ। यो मन्दिरमा शान्तिमय दिन जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_103, तस्बिरमा नेपालको एउटा मन्दिर देखाइएको छ। मन्दिर ढुङ्गाले बनेको छ र धेरै तहहरू छन्। मन्दिरको वरिपरि अन्य भवनहरू र मानिसहरू छन्। आकाश निलो छ र यो घमाइलो दिन जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_104, मन्दिर काठले बनेको छ र छाना छ जुन प्यागोडा जस्तो देखिन्छ। मन्दिर एक वर्गमा छ जसमा इट्टाले बनेको भुइँ छ। स्क्वायरमा मानिसहरू र परेवाहरू छन्। आकाश निलो छ र यो घमाइलो दिन जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_105, छविले इट्टाको पैदल मार्ग भएको पार्क देखाउँछ जुन गजेबोमा जान्छ। ग्याजेबो काठको बनेको छ र एक पोइन्ट छत छ। मानिसहरू पार्क वरिपरि घुमिरहेका छन् र कोही बेन्चहरूमा बसिरहेका छन्। आकाश बादल छ र पृष्ठभूमिमा रूखहरू छन्। यो पार्क मा एक शान्त दिन जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_106,तस्बिरले नेपालको एउटा मन्दिर वर्ग देखाउँछ। वर्ग रातो इट्टाले बनेको छ। धेरै मानिसहरु चोक वरिपरि घुमिरहेका छन्। पृष्ठभूमिमा केही मन्दिर र भवनहरू पनि छन्। आकाश केहि बादल संग निलो छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_107," छविले अगाडि रूख भएको अग्लो मन्दिर देखाउँछ। मन्दिर इट्टाले बनेको छ र धेरै तहहरू छन्। आकाश निलो छ र अगाडि घाँस छ। मन्दिरमा ""पाटन दरबार स्क्वायर"" लेखिएको चिन्ह छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_108, त्यो आँगन रातो इँटाले बनेको छ। आँगनको बीचमा एउटा सानो मन्दिर छ। आकाश निलो छ र पृष्ठभूमिमा रूखहरू छन्। यो मन्दिरमा शान्तिमय दिन जस्तो देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_109, छविले अग्लो टावर र धेरै साना टावरहरू भएको मन्दिर देखाउँछ। मन्दिर कालो ढुङ्गाबाट बनेको छ र धेरै विवरणहरू छन्। आकाश बादल छ र पृष्ठभूमिमा एउटा चरा उडिरहेको छ। मन्दिर सहर वा सहरी क्षेत्रमा रहेको देखिन्छ ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_110,मन्दिर काठले बनेको छ र धेरै तहहरू छन्। जमिनमा धेरै परेवाहरू छन् र मानिसहरू वरिपरि घुमिरहेका छन्। भवनहरू गुलाबी र खैरो र आकाश निलो छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_111, तस्बिरमा नेपालको एउटा मन्दिर देखाइएको छ। मन्दिर काठले बनेको छ र सुनको छाना छ। मन्दिरको अगाडि झण्डासहितको अग्लो पोल छ। आकाश निलो छ र पृष्ठभूमिमा भवनहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_112, कम्प्लेक्समा परम्परागत नेपाली शैलीमा बनेका धेरै भवनहरू छन्। आकाश निलो छ र त्यहाँ धेरै मानिसहरू हिंडिरहेका छन्। भवनहरू इट्टा र काठबाट बनेका छन् र तिनीहरूमा धेरै विवरणहरू छन्। तस्विर तल्लो ठाउँबाट भवनहरू हेरेर खिचिएको हो।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_113, मन्दिर काठले बनेको छ र यसमा धेरै विस्तृत डिजाइनहरू छन्। मन्दिरको प्रवेशद्वारमा सिंहका मूर्तिहरू छन्। मानिसहरू मन्दिरको वरिपरि घुमिरहेका छन्। आकाश केहि बादल संग निलो छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_114,मन्दिरमा धेरै तहहरू छन् र ढुङ्गाले बनेको छ। मानिसहरु मन्दिर वरिपरि घुमिरहेका छन् र चराहरू माथि उडिरहेका छन्। आकाश निलो छ र पृष्ठभूमिमा भवनहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_115, तस्वीरमा नेपालका दुईवटा मन्दिर देखाइएको छ। मन्दिरहरू निर्माण भइरहेका छन् र हरियो मचानले ढाकिएका छन्। तपाईं पृष्ठभूमिमा शहर र पहाडहरू देख्न सक्नुहुन्छ। आकाश निलो छ र पहाडहरूमा हिउँ छ। यो निर्माण स्थल मा एक व्यस्त दिन जस्तै देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_116, तस्बिरले नेपालको व्यस्त वर्ग देखाउँछ। स्क्वायर मानिसहरू र भवनहरूले भरिएको छ। भवनहरू इँटाले बनेका छन् र परम्परागत नेपाली शैलीका छन्। आकाश केहि बादल संग निलो छ। तस्विर तल स्क्वायरमा हेरेर उच्च स्थानबाट लिइएको हो।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_117, मन्दिर ढुङ्गाले बनेको छ र यसमा धेरै विस्तृत डिजाइनहरू छन्। तस्बिर तल मन्दिर हेरेर उच्च स्थानबाट लिइएको हो। तपाईं पृष्ठभूमिमा शहर देख्न सक्नुहुन्छ। मन्दिरको शीर्षमा सुनको मूर्ति छ।,TRUE,FALSE,FALSE,,,,,,,,,
 patan_118,"छविले नेपालको मन्दिर परिसर देखाउँछ। कम्प्लेक्समा धेरै भवनहरू छन् जसमा विस्तृत डिजाइनहरू छन्। परिसरको बीचमा, त्यहाँ ठूलो पोखरी छ। मानिसहरु घुमफिर गरेर भवनहरु हेरिरहेका छन् । आकाश निलो छ र यो न्यानो दिन जस्तो देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_119," छविले नेपालको साँझमा एक शान्त दृश्य कैद गर्दछ, जहाँ गहिरो नीलो आकाशको विरुद्धमा बहु-स्तरीय मन्दिर अग्लो छ। न्यानो पहेंलो बत्तीमा नुहाएर, मन्दिरको जटिल विवरणहरू हाइलाइट गरिएका छन्, एक उल्लेखनीय कन्ट्रास्ट सिर्जना गर्दै। मन्दिर वरपर, मानिसहरू भेला हुन्छन्, दृश्यमा समुदाय र जीवन्तताको भावना थप्दै।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_120,"तस्बिरले नेपालको एउटा मन्दिर परिसरमा हलचल भइरहेको दृश्यलाई चित्रण गरेको छ। इँटा र काठबाट बनेको बहु-स्तरीय मन्दिर हाल जीर्णोद्धारको क्रममा छ, जुन देखिने मचानले संकेत गरेको छ। अग्रभूमिमा, विभिन्न पसलहरू व्यापारको लागि खुला छन्, र मानिसहरू वरपर हिंडिरहेको देख्न सकिन्छ, जीवन्त वातावरण थप्दै। माथि, आकाश सफा नीलो छ, बादलले भरिएको, रमणीय सेटिंग पूरा गर्दै।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_121," छविले परम्परागत नेपाली मन्दिरलाई देखाउँछ। नेपालको समृद्ध सांस्कृतिक सम्पदा झल्काउने यो मन्दिर यसको जटिल काठको काम र ईंटको पर्खालद्वारा विशेषता हो। यसले केन्द्रमा अग्लो टावरसहित धेरै तहहरू समावेश गर्दछ, जुन नेपाली मन्दिरहरूमा सामान्य वास्तुकलाको तत्व हो। मन्दिरमा धेरै मेहराब र झ्यालहरू पनि छन्, जसले प्रकाशलाई फिल्टर गर्न अनुमति दिन्छ। पृष्ठभूमिमा देखिने आकाशले छविको समग्र सौन्दर्यमा थप्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_122,"छविले नेपालको एक पुरानो, बहु-स्तरीय मन्दिरलाई चित्रण गर्दछ, ढुङ्गाबाट निर्माण गरिएको र धेरै मेहराब र स्तम्भहरूले सजाइएको छ। मानिसहरु मन्दिरको सिँढीमा आराम गरिरहेको देखिन्छ, दृश्यमा मानव तत्व थप्दै। पृष्ठभूमिमा बादलको आकाश र अतिरिक्त भवनहरू छन्, जसले मन्दिरको स्थानलाई सन्दर्भ प्रदान गर्दछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_123," छविले नेपालको अग्लो, बहु-टायर भएको मन्दिरलाई चित्रण गर्दछ। गाढा ढुङ्गाले बनेको यो मन्दिर जटिल नक्काशीले सजिएको छ र माथि सुनौलो गोलो छ। यो इट्टाको आँगनले घेरिएको छ जहाँ मानिसहरू फुर्सदका साथ घुमिरहेको देख्न सकिन्छ। मौसम घमाइलो जस्तो देखिन्छ, सफा निलो आकाश माथि छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_124,"छविले रातको समयमा खिचिएको नेपालको बहु-टायर प्यागोडा शैलीको मन्दिरलाई चित्रण गर्दछ। काठले बनेको र जटिल नक्काशीले सजिएको मन्दिरलाई फोटोमा प्रकाशको मुख्य स्रोत बनाउँदै सुन्दर ढंगले जलाइएको छ। मन्दिरको सुनौलो छानाले दृश्यमा एक भव्य स्पर्श थप्छ। मानिसहरू मन्दिरको वरिपरि हिंडिरहेको देख्न सकिन्छ, छविमा गतिशील तत्व थप्दै।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_125," यो तस्बिर नेपालको काठको मन्दिरमा एक दिन खिचिएको छ। जटिल नक्काशीले सजिएको मन्दिर यस क्षेत्रको समृद्ध सांस्कृतिक सम्पदाको प्रमाणको रूपमा खडा छ। मानिसहरु मन्दिर वरिपरि हिंडिरहेको देख्न सकिन्छ, शान्त वातावरणमा एक जीवन्त वातावरण थप्दै। मन्दिर अन्य भवनहरू र संरचनाहरू बीचमा छ, नीलो आकाश मुनि बादलले हल्का बिन्दुहरू छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_126,"छविले नेपालको एउटा मन्दिर परिसरको मनोरम दृश्य प्रस्तुत गर्दछ, यसको जटिल वास्तुकला प्रदर्शन गर्दछ। इँटा र काठबाट बनेका बहुविध संरचनाहरू मिलेर बनेको मन्दिर परिसरले ऐतिहासिक महत्त्वको आभा झल्काउँछ। कम्प्लेक्स, यसको बहु-स्तरीय डिजाइनको साथ, आंगनले घेरिएको छ, यसको भव्यतामा थपिएको छ। आगन्तुकहरू छविमा देख्न सकिन्छ, भेला र पूजा गर्ने ठाउँको रूपमा मन्दिरको भूमिकालाई संकेत गर्दै।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_127," छविले नेपालको परम्परागत नेपाली वास्तुकलाद्वारा विशिष्ट भएको नेपालको मन्दिर परिसरलाई देखाउँछ। कम्प्लेक्समा धेरै भवनहरू छन्, प्रत्येक जटिल नक्काशी र सजावटले सजिएको छ। मानिसहरू वरपरको अन्वेषण गर्न, दृश्यमा एक जीवन्त वातावरण थप्दै देख्न सकिन्छ। विशेष गरी, परिसर भित्र निर्माण कार्य चलिरहेको छ, साइट को संरक्षण वा वृद्धि को लागी जारी प्रयास को संकेत गर्दछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_128,"छविले नेपालको एक बहु-स्तरीय मन्दिर प्रस्तुत गर्दछ, यसको गाढा रङ र जटिल विवरणहरूद्वारा छुट्याइएको छ। मन्दिरलाई सुनको टुप्पोले भरिएको छ, यसको भव्यता थपिएको छ। मानिसहरू मन्दिरको पाइलाहरूमा बसेर भेला हुने वा पूजा गर्ने ठाउँको रूपमा देख्न सकिन्छ। केही बादलहरू भएको नीलो आकाशको पृष्ठभूमिले छविको समग्र संरचनालाई बढाउँछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_129," छविले नेपालको एक मन्दिर परिसर चित्रण गर्दछ, प्यागोडा शैलीको छाना र अलंकृत विवरणहरू सहितको देशको परम्परागत वास्तुकला प्रदर्शन गर्दछ। कम्प्लेक्सको एक भाग निर्माणाधीन छ, जसमा एउटा भवनमा मचान देखिन्छ। अग्रभूमिमा, एक हलचल बजार देख्न सकिन्छ, पुस्तक र अन्य वस्तुहरू बेच्ने विक्रेताहरू। तस्बिर अग्रभूमिमा देखिने स्तम्भहरूसँग उठेको प्लेटफर्मबाट लिइएको देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_130,"छविले नेपालको एउटा मन्दिर परिसर चित्रण गर्दछ, सांस्कृतिक सम्पदाको समृद्ध टेपेस्ट्री प्रदर्शन गर्दछ। इँटा र काठबाट बनेका धेरै मन्दिरहरूले जटिल नक्काशीहरू प्रदर्शन गर्छन् जसले संलग्न शिल्प कौशलको बारेमा मात्राहरू बोल्दछ। विभिन्न देवताहरूको ढुङ्गाको मूर्तिहरूले परिसरको आध्यात्मिक वातावरणलाई थप गर्दछ। दिनको समयमा कैद गरिएको, छविले मानिसहरूलाई वरिपरि हिंडिरहेको पनि देखाउँदछ, गतिविधिको हलचल केन्द्रको रूपमा परिसरको भूमिकालाई संकेत गर्दछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_131," छविले नेपालमा काठको मन्दिर प्रस्तुत गर्दछ, यसको बहु-टायर छाना द्वारा विशेषता। मन्दिरको अगाडि एउटा अग्लो स्तम्भ छ, जसको माथि मूर्ति छ। मन्दिर अन्य भवनहरू र इट्टाको आँगनले घेरिएको छ, जहाँ मानिसहरू वरपर हिंडिरहेका देखिन्छन्, जीवन्त वातावरणमा योगदान पुर्‍याउँछन्। मौसम घमाइलो देखिन्छ, सफा नीलो आकाश माथि छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_132,"छविले नेपालको व्यस्त स्क्वायरलाई चित्रण गर्दछ, वरपर घुमिरहेका र दृश्यहरूको प्रशंसा गर्ने मानिसहरूको भीडमा। यो वर्ग परम्परागत नेपाली वास्तुकलाले घेरिएको छ, जसमा मन्दिर र मूर्तिहरू प्यागोडा शैलीको छाना र अलंकृत विवरणहरू छन्। नीलो आकाश र तातो मौसमले दृश्यमा जीवन्त स्पर्श थप्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_133," छविले नेपालको ढुङ्गाको मन्दिरलाई प्रस्तुत गर्दछ, यसको बहु-टायर संरचना र छेउको छानाद्वारा विशिष्ट छ। मन्दिरको सतह जटिल नक्काशीले सजिएको छ, यसले यसको सांस्कृतिक महत्व थपेको छ। मन्दिरको सिँढीमा मानिसहरु घुम्न र बसेको देख्न सकिन्छ, यसलाई भेला हुने र पूजा गर्ने ठाउँको रूपमा संकेत गर्दै। दृश्य सेतो बादलले छरिएको नीलो आकाशको पृष्ठभूमिमा सेट गरिएको छ",TRUE,FALSE,FALSE,,,,,,,,,
 patan_134,"तस्बिरले नेपालमा रहेको मन्दिर परिसरलाई कैद गरेको छ। कम्प्लेक्समा धेरै भवनहरू छन्, प्रत्येकले जटिल वास्तुकला प्रदर्शन गर्दछ। यी संरचनाहरू इँटा र काठबाट बनेका छन्, अलंकृत नक्काशीले सजिएका छन्। दृश्य सेतो बादलले छोपिएको नीलो आकाशको पृष्ठभूमिमा सेट गरिएको छ। अन्तमा, छविले वास्तुकलाको प्रशंसा गर्दै वरपर हिंडिरहेका मानिसहरूलाई पनि चित्रण गर्दछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_135," छविले नेपालमा अवस्थित ढुङ्गाको मन्दिरलाई देखाउँछ, इट्टाको पर्खालले घेरिएको आँगन भित्र बसेको। मन्दिरको भित्ता र स्तम्भहरू जटिल नक्काशीले सजिएका छन्, जसले यस क्षेत्रको समृद्ध सांस्कृतिक सम्पदा झल्काउँछ। मन्दिरको मुटुमा एउटा सानो मन्दिर छ, जसले दृश्यमा आध्यात्मिक आयाम थपेको छ। मन्दिरको वरिपरि ढुङ्गाको रेलिङ छ जसमा नक्काशी गरिएका आकृतिहरू छन्, जसले परिसरको वास्तुकलाको सौन्दर्यलाई अझ बढाउँछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_136,"तस्बिरले नेपालको एउटा ठूलो रातो इट्टाको मन्दिरलाई कैद गरेको छ, जसको सुनौलो ढोका र झ्यालहरू छन्। मन्दिर एक आँगनले घेरिएको छ, जहाँ मानिसहरू वरपर हिंडिरहेको देख्न सकिन्छ, जीवन्त वातावरणमा योगदान पुर्‍याउँछ। जमिन धूलोले भरिएको देखिन्छ, सफा नीलो आकाश माथिबाट विपरित।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_137," छविले नेपालको एउटा मन्दिर परिसरलाई कैद गर्दछ, इट्टाले निर्माण गरिएको र धेरै स्तरहरू प्रस्तुत गरिएको छ। कम्प्लेक्स वरिपरि हिंडिरहेको देखिएका मानिसहरूले भरिएको छ, दृश्यमा एक जीवन्त वातावरण थप्दै। कम्प्लेक्स अन्य भवनहरूको बीचमा छ, क्षेत्रको घने शहरी कपडाको प्रदर्शन गर्दछ। निलो आकाश र अस्ताउँदो सूर्यले मन्दिर परिसरमा न्यानो चमक ल्यायो, यसले यसको दृश्य आकर्षण बढायो।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_138,"छविले नेपालको व्यस्त वर्गलाई चित्रण गर्दछ, जहाँ माथि गुम्बज भएको ठूलो, अलंकृत मन्दिर प्रमुख रूपमा खडा छ। नीलो बत्तीको बारले सुसज्जित हरियो एसयूभी पुलिस कार पनि दृश्यमा देखिन्छ। स्क्वायर मानिसहरूको भीडभाडमा छ, र केही भवनहरूमा मचानहरू देख्न सकिन्छ, चलिरहेको निर्माण वा नविकरणको सङ्केत गर्दछ। आकाशमा बादल छाएको छ, दृश्यमा एक अद्वितीय वातावरण थपिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_139," तस्बिरले पार्क जस्तो वातावरणमा अवस्थित मन्दिर परिसरलाई चित्रण गर्छ। कम्प्लेक्समा प्यागोडा, एउटा अग्लो, बहु-टायर्ड संरचना छ जसको छाना छ, साथै अन्य भवनहरू जुन साना र ढलान छाना छन्। कम्प्लेक्स रूख र घाँसको बीचमा बसेको छ, शान्त वातावरण सिर्जना गर्दछ। अन्तमा, छविले कम्प्लेक्स वरिपरि हिंडिरहेका मानिसहरूलाई पनि देखाउँछ।",TRUE,FALSE,FALSE,,,,,,,,,
 patan_140,"ढुङ्गाको पर्खालले घेरिएको, पोखरीको केन्द्रमा एउटा सानो मन्दिर छ, जसले शान्त केन्द्र बिन्दु बनाउँछ। पानीको हरियो रंगले वरपरका हराभरा रूखहरूलाई पूरक बनाउँछ, दृश्यको समग्र शान्तिमा थप्छ। बायाँ छेउमा एउटा बाटो देखिन्छ, जसले दर्शकहरूलाई पोखरीको छेउमा हिंडिरहेको कल्पना गर्न आमन्त्रित गर्दछ।",TRUE,FALSE,FALSE,,,,,,,,,
